,registration,milage,duration,fee,emission,consumption,horsepower,brand,model,gear,fuel
3557,4,201.0,48.0,382.74,124.0,6.0,110.0,Volkswagen,Taigo VW Life TSI DSG,Automatik,Benzin
3558,74,75350.0,36.0,431.46,,,116.0,MINI,Cooper R50/R52/R56 D D,Manuelle Schaltung,Diesel
3559,4,201.0,48.0,382.74,,,110.0,Volkswagen,Taigo VW Life TSI DSG,Automatik,Benzin
3560,24,18135.0,48.0,385.52,127.0,6.0,131.0,Opel,Crossland X Crossland 1.2 Turbo Business Edition A,Automatik,Benzin
3561,4,201.0,48.0,481.57,132.0,5.0,110.0,Volkswagen,Taigo VW Style TSI DSG,Automatik,Benzin
3562,9,1.0,36.0,417.0,126.0,6.0,131.0,Fiat,Tipo (357) Kombi,Manuelle Schaltung,Diesel
3563,11,30000.0,48.0,484.19,115.0,5.0,150.0,Cupra,Formentor Alpha 1.5 TSI ACT,Manuelle Schaltung,Benzin
3564,26,18000.0,36.0,1491.99,130.0,6.0,184.0,BMW,420 i,Automatik,Benzin
3565,58,109350.0,48.0,404.75,124.0,5.0,150.0,Skoda,Superb ŠKODA Combi Style TDI SCR DSG,Automatik,Diesel
3566,4,9.0,48.0,306.17,120.0,5.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
3567,54,26053.0,48.0,244.71,169.0,6.0,82.0,Opel,"Crossland X 1.2 Edition Navi,Spurassistent",Manuelle Schaltung,Benzin
3568,3,201.0,48.0,457.1,151.0,7.0,150.0,Skoda,Fabia ŠKODA Monte Carlo TSI DSG,Automatik,Benzin
3569,31,30030.0,36.0,467.47,229.0,9.0,116.0,Hyundai,"i30 Kombi - PD i-Line Plus 1,6 CRDi c1kp3",Manuelle Schaltung,Diesel
3570,32,39611.0,48.0,338.44,151.0,7.0,90.0,Volkswagen,Golf VW Rabbit TSI,Manuelle Schaltung,Benzin
3571,10,2725.0,48.0,266.52,142.0,6.0,60.0,Skoda,Fabia ŠKODA Combi Active SC,Manuelle Schaltung,Benzin
3572,41,109182.0,48.0,366.21,121.0,5.0,136.0,Opel,"Insignia ST 1.6CDTI LED,Leder,Navi,AHK-schwenkb",Automatik,Diesel
3573,3,2000.0,48.0,1222.74,140.0,6.0,204.0,Audi,Q5 40 TDI quattro S line,Automatik,Diesel
3574,8,15000.0,48.0,607.54,151.0,7.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
3575,4,201.0,48.0,287.58,151.0,7.0,65.0,Skoda,Fabia ŠKODA Ambition,Manuelle Schaltung,Benzin
3576,30,13764.0,48.0,404.51,,,200.0,Volkswagen,Polo VW GTI TSI OPF DSG,Automatik,Benzin
3577,8,10.0,36.0,584.4,146.0,7.0,110.0,Citroën,C3 PureTech 110 S&S EAT6 Shine,Automatik,Benzin
3578,4,9.0,48.0,306.17,108.0,4.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
3579,8,25000.0,48.0,640.1,142.0,6.0,150.0,Seat,Ateca FR 2.0 TDI DSG 4Drive,Automatik,Diesel
3580,30,65714.0,48.0,624.08,132.0,5.0,150.0,Volkswagen,Passat VW Variant Elegance TDI DSG,Automatik,Diesel
3581,43,99980.0,48.0,739.49,125.0,5.0,286.0,Audi,A6 Avant 50 TDI quattro Design,Automatik,Diesel
3582,48,35500.0,48.0,486.28,116.0,5.0,184.0,Mazda,CX-5 CD184 AWD Revolution Aut.,Automatik,Diesel
3583,9,5537.0,48.0,478.84,147.0,7.0,131.0,Volkswagen,Golf VW Life TSI ACT,Manuelle Schaltung,Benzin
3584,31,47556.0,48.0,354.79,177.0,6.0,116.0,Seat,Arona Style EcoTSI DSG,Automatik,Benzin
3585,45,131682.0,48.0,370.67,348.0,15.0,150.0,Volkswagen,Passat VW Variant Comfortline TDI SCR DSG,Automatik,Diesel
3586,25,79478.0,48.0,758.38,126.0,6.0,204.0,Audi,A6 Avant 40 TDI Sport,Automatik,Diesel
3587,20,8000.0,48.0,543.88,151.0,7.0,150.0,Audi,A3 Sportback 35 TFSI,Manuelle Schaltung,Benzin
3588,4,500.0,48.0,319.46,39.0,2.0,95.0,Volkswagen,Polo VW TSI,Manuelle Schaltung,Benzin
3589,9,9189.0,48.0,1985.38,133.0,6.0,286.0,Volkswagen,Touareg VW R-Line TDI 4MOTION,Automatik,Diesel
3590,53,78992.0,48.0,841.88,115.0,5.0,286.0,Audi,A6 Avant 50 TDI quattro Sport,Automatik,Diesel
3591,4,5000.0,48.0,488.39,127.0,6.0,116.0,Volkswagen,Golf VW Variant Life TDI,Manuelle Schaltung,Diesel
3592,3,10.0,48.0,895.08,137.0,6.0,300.0,Volkswagen,T-Roc VW R TSI 4MOTION DSG,Automatik,Benzin
3593,9,15000.0,48.0,511.04,122.0,5.0,131.0,Volkswagen,Golf VW R-Line TSI,Manuelle Schaltung,Benzin
3594,2,201.0,48.0,574.01,146.0,7.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
3595,2,201.0,48.0,382.58,154.0,7.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
3596,7,15000.0,48.0,239.62,117.0,5.0,80.0,Seat,Ibiza Austria Edition,Manuelle Schaltung,Benzin
3597,35,18903.0,48.0,256.33,117.0,5.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
3598,8,48000.0,48.0,539.72,135.0,6.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
3599,50,135173.0,48.0,362.57,,,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
3600,52,57909.0,48.0,242.28,123.0,5.0,86.0,Seat,Leon Kombi Reference TSI,Manuelle Schaltung,Benzin
3601,34,73940.0,48.0,437.7,118.0,4.0,150.0,Volkswagen,Passat VW Variant Business TDI SCR DSG,Automatik,Diesel
3602,31,43620.0,48.0,604.6,137.0,5.0,204.0,Audi,A4 Limousine 40 TDI S line quattro,Automatik,Diesel
3603,35,39941.0,48.0,299.72,175.0,7.0,125.0,Ford,"Focus Traveller 1.0 ECO LED,Navi,WSS+SHZ",Manuelle Schaltung,Benzin
3604,0,15.0,48.0,423.18,231.0,10.0,120.0,Hyundai,"i30 CW 1,0 T-GDI GO Plus!",Manuelle Schaltung,Benzin
3605,3,25.0,48.0,904.15,157.0,7.0,150.0,Skoda,Kodiaq ŠKODA 4x4 SPORTLINE TDI DSG,Automatik,Diesel
3606,4,201.0,48.0,379.66,119.0,5.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
3607,35,46669.0,48.0,374.27,239.0,11.0,120.0,Opel,Crossland X 1.5 CDTI BlueIn. Innovation Start/Stop,Automatik,Diesel
3608,0,15.0,48.0,429.01,176.0,8.0,120.0,Hyundai,"i30 CW 1,0 T-GDI GO Plus!",Manuelle Schaltung,Benzin
3609,2,0.0,48.0,755.81,158.0,6.0,150.0,Audi,Q3 Sportback 35 TDI,Manuelle Schaltung,Diesel
3610,22,27500.0,48.0,592.66,178.0,7.0,220.0,BMW,X1 xDrive25e PHEV M-Paket,Automatik,Hybrid
3611,4,1.0,48.0,512.39,159.0,7.0,116.0,Skoda,Octavia ŠKODA Combi Style TDI,Manuelle Schaltung,Diesel
3612,8,48000.0,48.0,537.86,136.0,5.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
3613,8,2491.0,48.0,452.18,127.0,6.0,110.0,Opel,Crossland X Crossland 1.2 Turbo Business FLA LED S,Manuelle Schaltung,Benzin
3614,23,57424.0,48.0,556.6,157.0,6.0,136.0,Audi,A4 Avant 30 TDI advanced,Automatik,Diesel
3615,3,1.0,48.0,599.64,239.0,11.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
3616,43,20356.0,48.0,321.31,132.0,5.0,95.0,Audi,A1 Sportback 25 TFSI advanced exterieur,Manuelle Schaltung,Benzin
3617,3,301.0,48.0,475.2,151.0,6.0,116.0,Audi,A3 Sportback 30 TDI intense,Manuelle Schaltung,Diesel
3618,3,201.0,48.0,799.4,145.0,6.0,200.0,Skoda,Octavia ŠKODA Combi RS TDI DSG,Automatik,Benzin
3619,3,1.0,48.0,514.3,113.0,4.0,110.0,Audi,A3 Sportback 30 TFSI intense,Automatik,Benzin
3620,13,9448.0,48.0,388.91,133.0,5.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
3621,3,1.0,48.0,576.74,147.0,6.0,110.0,Volkswagen,T-Roc VW Cabriolet Style TSI,Manuelle Schaltung,Benzin
3622,3,1000.0,48.0,421.56,155.0,6.0,110.0,Skoda,Kamiq ŠKODA Active TSI,Manuelle Schaltung,Benzin
3623,50,103693.0,48.0,379.44,198.0,9.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
3624,3,1.0,48.0,330.97,126.0,6.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
3625,47,42932.0,48.0,404.75,113.0,4.0,116.0,Volkswagen,T-Roc VW Design TDI,Manuelle Schaltung,Diesel
3626,29,49638.0,48.0,437.7,142.0,6.0,116.0,Audi,A3 Sportback 30 TDI advanced ext.,Manuelle Schaltung,Diesel
3627,2,5000.0,48.0,767.81,158.0,6.0,245.0,Seat,Tarraco FR 2.0 TSI DSG 4Drive,Automatik,Benzin
3628,4,15000.0,48.0,489.44,123.0,6.0,110.0,Volkswagen,Golf VW Variant Life TSI,Manuelle Schaltung,Benzin
3629,2,201.0,48.0,423.9,218.0,8.0,110.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
3630,3,201.0,48.0,464.0,119.0,5.0,110.0,Seat,Arona FR Austria 1.0 TSI DSG,Automatik,Benzin
3631,63,77068.0,36.0,490.32,120.0,5.0,150.0,Volkswagen,Touran VW Comfortline TSI DSG,Automatik,Benzin
3632,2,201.0,48.0,789.53,126.0,6.0,150.0,Cupra,Formentor VZ e-HYBRID DSG,Automatik,Hybrid
3633,6,5000.0,48.0,773.7,138.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
3634,7,5000.0,48.0,741.72,135.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
3635,3,1.0,48.0,390.67,109.0,4.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
3636,6,15000.0,48.0,733.42,139.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
3637,2,15000.0,48.0,317.4,101.0,4.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
3638,3,1.0,48.0,399.6,120.0,5.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
3639,28,31154.0,48.0,379.02,162.0,6.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
3640,2,1000.0,48.0,327.49,124.0,6.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
3641,4,5000.0,48.0,553.01,99.0,4.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
3642,4,2000.0,48.0,565.93,113.0,4.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
3643,2,4.0,48.0,420.14,129.0,5.0,110.0,Skoda,Kamiq ŠKODA Ambition TSI,Manuelle Schaltung,Benzin
3644,2,5000.0,48.0,796.26,105.0,5.0,245.0,Seat,Tarraco FR 2.0 TSI DSG 4Drive,Automatik,Benzin
3645,68,97388.0,48.0,260.46,116.0,4.0,95.0,Opel,"Astra ST 1.6 CDTI Edition Navi,AGR Sitz,PDC",Manuelle Schaltung,Diesel
3646,6,20000.0,48.0,553.01,195.0,9.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
3647,7,5000.0,48.0,799.12,144.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
3648,2,9.0,48.0,719.88,113.0,4.0,150.0,Skoda,Superb ŠKODA Combi Style TDI DSG,Automatik,Diesel
3649,6,5000.0,48.0,748.12,120.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
3650,2,5000.0,48.0,325.31,127.0,6.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
3651,10,30000.0,48.0,544.12,152.0,7.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
3652,6,16000.0,48.0,799.12,149.0,7.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
3653,0,0.0,48.0,577.34,153.0,7.0,150.0,Hyundai,"Tucson Sonstige 1,6 T-GDI 4WD GO!",Manuelle Schaltung,Benzin
3654,6,5000.0,48.0,749.71,117.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
3655,44,110000.0,48.0,555.59,121.0,5.0,231.0,Audi,A5 SB 45 TDI quattro tiptronic,Automatik,Diesel
3656,49,99000.0,48.0,651.57,134.0,6.0,190.0,BMW,520 d M Sport Touring,Automatik,Benzin
3657,58,53000.0,48.0,399.41,140.0,6.0,136.0,Kia,"Sportage 2,0 CRDI AWD Gold",Manuelle Schaltung,Diesel
3658,9,4500.0,48.0,382.64,126.0,6.0,120.0,Hyundai,"i30 CW 1,0 T-GDI 48V N-Line",Manuelle Schaltung,Benzin
3659,2,301.0,48.0,424.43,126.0,6.0,95.0,Skoda,Kamiq ŠKODA MONTE CARLO TSI,Manuelle Schaltung,Benzin
3660,4,1.0,48.0,740.44,135.0,6.0,150.0,Seat,Ateca FR 2.0 TDI DSG 4Drive,Automatik,Diesel
3661,32,74146.0,48.0,843.41,42.0,2.0,177.0,Seat,Alhambra FR TDI DSG 4Drive,Automatik,Diesel
3662,3,5000.0,48.0,801.53,39.0,2.0,245.0,Seat,Tarraco FR 2.0 TSI DSG 4Drive,Automatik,Benzin
3663,4,201.0,48.0,563.23,39.0,2.0,150.0,Seat,Tarraco Austria Edition 1.5 TSI ACT,Manuelle Schaltung,Benzin
3664,24,13310.0,48.0,331.27,39.0,2.0,110.0,Opel,Crossland X Crossland 1.2 Turbo Business Edition,Manuelle Schaltung,Benzin
3665,35,53190.0,48.0,392.02,132.0,6.0,150.0,Ford,"Mondeo Traveller 2.0TDI Aut. LED,Navi,AHK,SHZ",Automatik,Benzin
3666,75,156620.0,24.0,780.67,128.0,6.0,150.0,Seat,Alhambra FR TDI DSG,Automatik,Diesel
3667,31,55061.0,48.0,396.08,151.0,7.0,131.0,Seat,Leon FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
3668,3,201.0,48.0,404.3,151.0,7.0,110.0,Seat,Ateca Reference 1.0 TSI,Manuelle Schaltung,Benzin
3669,3,1.0,48.0,548.42,154.0,7.0,116.0,Audi,A3 Sportback 30 TDI intense,Manuelle Schaltung,Diesel
3670,49,101655.0,48.0,353.5,135.0,5.0,150.0,Volkswagen,Passat VW Variant TDI SCR,Manuelle Schaltung,Diesel
3671,4,30000.0,48.0,319.32,154.0,7.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
3672,3,1.0,48.0,1331.9,96.0,4.0,265.0,Audi,Q5 50 TFSI e quattro S line,Automatik,Hybrid
3673,2,201.0,48.0,712.48,135.0,5.0,150.0,Audi,Q3 35 TFSI intense,Automatik,Benzin
3674,26,23650.0,48.0,674.7,135.0,5.0,200.0,Skoda,Superb ŠKODA Combi SPORTLINE TDI DSG,Automatik,Diesel
3675,3,1.0,48.0,689.83,180.0,8.0,150.0,Seat,Tarraco Style 1.5 TSI DSG,Automatik,Benzin
3676,45,85242.0,48.0,505.81,137.0,5.0,150.0,Seat,Tarraco Xcellence 2.0 TDI,Manuelle Schaltung,Diesel
3677,12,7971.0,48.0,478.18,348.0,15.0,110.0,Volkswagen,T-Cross VW Style TSI DSG,Automatik,Benzin
3678,8,201.0,48.0,616.08,139.0,5.0,150.0,Cupra,Formentor 2.0 TDI,Manuelle Schaltung,Diesel
3679,7,201.0,48.0,324.5,118.0,5.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
3680,4,10.0,48.0,381.37,129.0,6.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
3681,4,201.0,48.0,313.86,155.0,6.0,95.0,Seat,Arona Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
3682,4,30000.0,48.0,452.27,129.0,6.0,131.0,Seat,Leon SP Kombi FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
3683,3,5000.0,48.0,612.07,98.0,5.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
3684,64,82490.0,36.0,407.58,28.0,1.0,116.0,Audi,A3 SB 1.6 TDI Sport,Manuelle Schaltung,Diesel
3685,3,5000.0,48.0,742.4,,,150.0,Cupra,Formentor e-HYBRID DSG,Automatik,Hybrid
3686,4,201.0,48.0,350.86,,,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
3687,3,2000.0,48.0,377.92,197.0,6.0,110.0,Seat,Ateca Reference 1.0 TSI,Manuelle Schaltung,Benzin
3688,8,15000.0,48.0,592.84,196.0,9.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
3689,4,201.0,48.0,429.17,115.0,5.0,110.0,Seat,Arona FR Austria 1.0 TSI DSG,Automatik,Benzin
3690,3,1.0,48.0,673.55,131.0,5.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
3691,5,48000.0,48.0,596.4,129.0,5.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
3692,70,120300.0,36.0,583.46,128.0,6.0,184.0,Volkswagen,Sharan VW Business TDI SCR 4MOTION DSG,Automatik,Diesel
3693,4,1045.0,48.0,596.28,138.0,6.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
3694,55,60779.0,48.0,411.98,218.0,8.0,125.0,Volkswagen,Tiguan VW Sky TSI,Manuelle Schaltung,Benzin
3695,3,5000.0,48.0,813.64,161.0,7.0,245.0,Seat,Tarraco FR 2.0 TSI DSG 4Drive,Automatik,Benzin
3696,3,1000.0,48.0,618.67,140.0,6.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
3697,4,5000.0,48.0,359.35,124.0,6.0,90.0,Seat,Leon SP Kombi Reference 1.0 TSI,Manuelle Schaltung,Benzin
3698,3,201.0,48.0,605.06,41.0,2.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
3699,3,1.0,48.0,613.07,150.0,7.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
3700,7,15000.0,48.0,347.5,150.0,6.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
3701,45,39564.0,48.0,386.29,145.0,6.0,136.0,Opel,"Insignia GS 1.6 CDTI Innovation LED,Navi, AGR",Manuelle Schaltung,Diesel
3702,4,1.0,48.0,770.41,123.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
3703,4,5000.0,48.0,596.57,178.0,7.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
3704,4,1.0,48.0,770.41,125.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
3705,4,5000.0,48.0,596.57,162.0,7.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
3706,3,1000.0,48.0,623.09,120.0,5.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
3707,6,890.0,48.0,949.0,156.0,7.0,204.0,Volkswagen,T7 Multivan T7 Multivan Life,Automatik,Benzin
3708,5,14814.0,48.0,681.78,188.0,8.0,163.0,Audi,A4 Avant 35 TDI,Automatik,Diesel
3709,10,13390.0,48.0,408.8,156.0,5.0,95.0,Volkswagen,Taigo VW Life TSI,Manuelle Schaltung,Benzin
3710,3,1.0,48.0,869.33,144.0,6.0,150.0,Cupra,Formentor VZ e-HYBRID DSG,Automatik,Hybrid
3711,2,10.0,48.0,703.46,126.0,6.0,150.0,Audi,Q3 Sportback 35 TFSI,Automatik,Benzin
3712,4,201.0,48.0,833.04,131.0,6.0,245.0,Cupra,Formentor VZ 2.0 TSI DSG,Automatik,Benzin
3713,3,201.0,48.0,769.43,128.0,5.0,150.0,Skoda,Karoq ŠKODA 4x4 SPORTLINE TDI DSG,Automatik,Diesel
3714,3,10.0,48.0,393.44,123.0,5.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
3715,4,1.0,48.0,416.38,130.0,6.0,110.0,Volkswagen,Taigo VW Style TSI,Manuelle Schaltung,Benzin
3716,15,20.0,36.0,383.65,155.0,7.0,131.0,DS Automobiles,DS 3 3 PureTech 130 S&S EAT8 Aut.,Automatik,Benzin
3717,4,1.0,48.0,379.26,109.0,4.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
3718,3,1.0,48.0,409.49,30.0,1.0,95.0,Audi,A1 Sportback 25 TFSI intense,Manuelle Schaltung,Benzin
3719,3,1.0,48.0,568.26,138.0,6.0,150.0,Volkswagen,Golf VW Life TDI 4MOTION DSG,Automatik,Diesel
3720,3,1.0,48.0,409.49,152.0,7.0,95.0,Audi,A1 Sportback 25 TFSI intense,Manuelle Schaltung,Benzin
3721,3,1.0,48.0,1385.46,152.0,7.0,265.0,Audi,Q5 Sportback 55 TFSI e quattro S line,Automatik,Hybrid
3722,3,1.0,48.0,540.59,125.0,6.0,116.0,Audi,A3 Sportback 30 TDI intense,Manuelle Schaltung,Diesel
3723,3,15000.0,48.0,617.96,31.0,1.0,150.0,Seat,Tarraco FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
3724,4,201.0,48.0,679.08,155.0,7.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
3725,4,1.0,48.0,574.46,155.0,7.0,116.0,Seat,Ateca Austria Edition 2.0 TDI,Manuelle Schaltung,Diesel
3726,4,1000.0,48.0,533.93,152.0,6.0,110.0,Seat,Ateca Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
3727,3,15000.0,48.0,687.5,154.0,7.0,150.0,Seat,Tarraco FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
3728,4,2000.0,48.0,565.93,146.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
3729,3,2000.0,48.0,696.68,137.0,6.0,150.0,Seat,Tarraco FR 1.5 TSI DSG,Automatik,Benzin
3730,55,63557.0,48.0,321.92,149.0,6.0,116.0,Volkswagen,T-Roc VW Design TSI OPF,Manuelle Schaltung,Benzin
3731,15,8932.0,48.0,311.59,155.0,7.0,101.0,Ford,"EcoSport 1,0 EcoBoost Cool & Connect",Manuelle Schaltung,Benzin
3732,50,95000.0,48.0,400.1,151.0,7.0,150.0,BMW,318 d Touring,Manuelle Schaltung,Diesel
3733,35,46000.0,48.0,707.16,151.0,7.0,150.0,Audi,Q3 Sportback 35 TDI quattro,Automatik,Diesel
3734,3,10.0,48.0,480.48,106.0,5.0,110.0,Audi,A3 Sportback 30 TFSI intense,Automatik,Benzin
3735,4,1.0,48.0,446.57,126.0,6.0,95.0,Audi,A1 allstreet 25 TFSI intense,Manuelle Schaltung,Benzin
3736,6,1.0,48.0,324.0,155.0,7.0,69.0,Fiat,500 (312) Cabrio,Manuelle Schaltung,Benzin
3737,4,1.0,48.0,523.42,39.0,2.0,110.0,Audi,A3 Sportback 30 TFSI intense,Automatik,Benzin
3738,12,19946.0,48.0,1197.72,175.0,8.0,265.0,Audi,Q5 Sportback 55 TFSI e quattro S line,Automatik,Hybrid
3739,3,10.0,48.0,844.37,129.0,5.0,150.0,Volkswagen,Tiguan VW Allspace R-Line TDI 4MOTION DSG,Automatik,Diesel
3740,3,1.0,48.0,641.46,123.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
3741,52,62000.0,48.0,705.88,34.0,2.0,190.0,BMW,520 d xDrive Sport Line Lim. (G30),Automatik,Diesel
3742,4,5000.0,48.0,521.39,131.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
3743,25,35000.0,36.0,673.98,158.0,6.0,116.0,Mercedes-Benz,GLA 180 GLA 180 d,Automatik,Diesel
3744,4,2000.0,48.0,512.82,124.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
3745,3,201.0,48.0,647.57,136.0,4.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
3746,4,201.0,48.0,459.1,130.0,6.0,110.0,Seat,Ateca Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
3747,4,201.0,48.0,459.1,,,110.0,Seat,Ateca Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
3748,4,201.0,48.0,434.95,129.0,6.0,110.0,Seat,Ateca Austria Edition 1.0 TSI,Manuelle Schaltung,Benzin
3749,4,5.0,48.0,304.88,139.0,5.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
3750,4,5000.0,48.0,521.39,41.0,2.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
3751,4,15000.0,48.0,521.39,118.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
3752,4,5000.0,48.0,537.19,41.0,2.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
3753,4,4000.0,48.0,529.28,131.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
3754,4,5000.0,48.0,512.82,154.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
3755,4,1000.0,48.0,512.82,116.0,4.0,150.0,Seat,Ateca FR 1.5 TSI ACT,Manuelle Schaltung,Benzin
3756,4,5000.0,48.0,546.96,156.0,7.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
3757,11,13500.0,48.0,561.76,130.0,5.0,150.0,Cupra,Formentor Alpha 1.5 TSI ACT,Manuelle Schaltung,Benzin
3758,50,79000.0,48.0,597.26,140.0,6.0,194.0,Mercedes-Benz,C 220 d T C -Klasse T-Modell //AHK//,Automatik,Diesel
3759,8,20000.0,48.0,577.8,167.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
3760,31,122025.0,48.0,497.4,161.0,7.0,150.0,Ford,"Galaxy Titanium 7-Sitzer,LED,Leder,ACC,Navi,APP",Manuelle Schaltung,Benzin
3761,22,23684.0,48.0,570.36,139.0,6.0,150.0,BMW,X2 xDrive18d,Automatik,Diesel
3762,59,79046.0,48.0,522.85,140.0,5.0,190.0,Audi,A4 Avant 2.0 TDI quattro Sport,Automatik,Diesel
3763,64,188900.0,36.0,624.83,124.0,6.0,354.0,Audi,Q5 S quattro,Automatik,Benzin
3764,4,1.0,48.0,511.56,118.0,5.0,110.0,Seat,Ateca Xperience 1.0 TSI,Manuelle Schaltung,Benzin
3765,4,10.0,36.0,1538.53,,,193.0,Hyundai,"Santa Fe 5 Luxury Line 2,2 CRDi 4WD DCT s1dl0",Automatik,Diesel
3766,4,1000.0,48.0,274.61,140.0,6.0,60.0,Skoda,Fabia ŠKODA Combi Active SC,Manuelle Schaltung,Benzin
3767,20,17000.0,36.0,2100.01,117.0,5.0,394.0,BMW,X5 xDrive45e PHEV X-LINE,Automatik,Hybrid
