,brand,mileage,deposit,number_of_miles,first_registration,duration,monthly_fee,horsepower,kilowatts,fuel_type,emissions,consumption
8433,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"219,00 €",131 PS,96 kW,Benzin,151 g/km,"8,5 l/100 km"
8434,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"323,16 €",151 PS,111 kW,Elektro,131 g/km,"5,7 l/100 km"
8435,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,Neuwagen,36 Monate (anpassbar),"434,35 €",300 PS,221 kW,Benzin,104 g/km,"4,5 l/100 km"
8436,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",17.990 km,07/2022,48 Monate (anpassbar),"592,62 €",286 PS,210 kW,Diesel,145 g/km,"6,4 l/100 km"
8437,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",13.850 km,07/2022,36 Monate (anpassbar),"570,00 €",245 PS,180 kW,Diesel,26 g/km,"5,3 l/100 km"
8438,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"188,00 €",130 PS,96 kW,Benzin,114 g/km,"5,0 l/100 km"
8439,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"239,00 €",110 PS,81 kW,Benzin,122 g/km,"5,0 l/100 km"
8440,Volvo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"444,41 €",197 PS,145 kW,Diesel,156 g/km,"6,9 l/100 km"
8441,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"252,00 €",150 PS,110 kW,Benzin,140 g/km,"6,2 l/100 km"
8442,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"299,00 €",131 PS,96 kW,Benzin,128 g/km,"5,7 l/100 km"
8443,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",6.505 km,11/2021,48 Monate (anpassbar),"381,00 €",150 PS,110 kW,Benzin,118 g/km,"5,2 l/100 km"
8444,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"429,00 €",300 PS,221 kW,Benzin,112 g/km,"4,9 l/100 km"
8445,Fiat,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"274,00 €",118 PS,87 kW,Elektro,130 g/km,"4,9 l/100 km"
8446,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"349,86 €",207 PS,152 kW,Benzin,122 g/km,"5,4 l/100 km"
8447,Seat,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"189,21 €",95 PS,70 kW,Benzin,139 g/km,"6,1 l/100 km"
8448,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",26.901 km,03/2022,48 Monate (anpassbar),"469,00 €",204 PS,150 kW,Benzin,168 g/km,"7,4 l/100 km"
8449,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"252,28 €",224 PS,165 kW,Benzin,151 g/km,"8,5 l/100 km"
8450,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"289,00 €",140 PS,103 kW,Benzin,110 g/km,"4,8 l/100 km"
8451,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"254,00 €",131 PS,96 kW,Benzin,173 g/km,"6,6 l/100 km"
8452,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"184,81 €",131 PS,96 kW,Benzin,109 g/km,"5,7 l/100 km"
8453,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"454,60 €",229 PS,168 kW,Elektro,202 g/km,"8,9 l/100 km"
8454,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"289,00 €",131 PS,96 kW,Benzin,117 g/km,"5,1 l/100 km"
8455,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,30 Monate (anpassbar),"279,00 €",131 PS,96 kW,Benzin,144 g/km,"5,5 l/100 km"
8456,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"297,00 €",110 PS,81 kW,Benzin,106 g/km,"4,6 l/100 km"
8457,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,Neuwagen,36 Monate (anpassbar),"417,69 €",300 PS,221 kW,Benzin,176 g/km,"7,8 l/100 km"
8458,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"299,00 €",110 PS,81 kW,Benzin,78 g/km,"3,4 l/100 km"
8459,Volvo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,60 Monate (anpassbar),"764,38 €",235 PS,173 kW,Diesel,150 g/km,"6,6 l/100 km"
8460,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",1.984 km,03/2023,48 Monate (anpassbar),"543,83 €",200 PS,147 kW,Diesel,145 g/km,"6,4 l/100 km"
8461,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"399,00 €",150 PS,110 kW,Andere,150 g/km,"6,6 l/100 km"
8462,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"295,00 €",150 PS,110 kW,Benzin,145 g/km,"6,4 l/100 km"
8463,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"229,67 €",110 PS,81 kW,Benzin,114 g/km,"5,0 l/100 km"
8464,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,54 Monate (anpassbar),"151,13 €",80 PS,59 kW,Benzin,138 g/km,"6,1 l/100 km"
8465,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,Neuwagen,48 Monate (anpassbar),"295,00 €",140 PS,103 kW,Benzin,160 g/km,"7,0 l/100 km"
8466,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"417,00 €",150 PS,110 kW,Benzin,130 g/km,"5,8 l/100 km"
8467,Tesla,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"505,32 €",514 PS,378 kW,Elektro,179 g/km,"7,9 l/100 km"
8468,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"138,00 €",65 PS,48 kW,Benzin,130 g/km,"5,7 l/100 km"
8469,Dacia,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"250,66 €",140 PS,103 kW,Hybrid,128 g/km,"5,6 l/100 km"
8470,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"199,00 €",131 PS,96 kW,Benzin,198 g/km,"7,3 l/100 km"
8471,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",6.588 km,03/2022,48 Monate (anpassbar),"787,99 €",408 PS,300 kW,Elektro,132 g/km,"5,0 l/100 km"
8472,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"362,95 €",150 PS,110 kW,Diesel,145 g/km,"6,1 l/100 km"
8473,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"209,44 €",95 PS,70 kW,Benzin,141 g/km,"6,2 l/100 km"
8474,Toyota,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"159,96 €",72 PS,53 kW,Benzin,165 g/km,"6,3 l/100 km"
8475,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"359,00 €",110 PS,81 kW,Benzin,158 g/km,"7,0 l/100 km"
8476,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"593,81 €",200 PS,147 kW,Diesel,151 g/km,"8,5 l/100 km"
8477,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,30 Monate (anpassbar),"195,00 €",110 PS,81 kW,Benzin,107 g/km,"4,1 l/100 km"
8478,Volvo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"439,00 €",250 PS,184 kW,Benzin,132 g/km,"5,9 l/100 km"
8479,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,24 Monate (anpassbar),"205,00 €",131 PS,96 kW,Benzin,112 g/km,"5,3 l/100 km"
8480,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",19.372 km,05/2022,60 Monate (anpassbar),"195,00 €",140 PS,103 kW,Benzin,165 g/km,"7,3 l/100 km"
8481,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"249,00 €",110 PS,81 kW,Benzin,43 g/km,"1,9 l/100 km"
8482,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,12/2022,48 Monate (anpassbar),"320,94 €",122 PS,90 kW,Elektro,130 g/km,"5,7 l/100 km"
8483,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"203,00 €",110 PS,81 kW,Benzin,197 g/km,"8,5 l/100 km"
8484,Dacia,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"191,91 €",131 PS,96 kW,Benzin,168 g/km,"7,3 l/100 km"
8485,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"510,51 €",150 PS,110 kW,Benzin,105 g/km,"4,7 l/100 km"
8486,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"467,00 €",300 PS,221 kW,Benzin,144 g/km,"6,0 l/100 km"
8487,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"262,00 €",150 PS,110 kW,Benzin,265 g/km,"10,1 l/100 km"
8488,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",18.900 km,06/2022,48 Monate (anpassbar),"379,00 €",150 PS,110 kW,Diesel,137 g/km,"6,0 l/100 km"
8489,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"289,00 €",140 PS,103 kW,Benzin,133 g/km,"5,9 l/100 km"
8490,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"440,30 €",190 PS,140 kW,Benzin,159 g/km,"6,0 l/100 km"
8491,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"299,00 €",110 PS,81 kW,Benzin,143 g/km,"6,3 l/100 km"
8492,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"593,81 €",204 PS,150 kW,Andere,145 g/km,"6,0 l/100 km"
8493,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"326,94 €",151 PS,111 kW,Elektro,124 g/km,"5,5 l/100 km"
8494,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"462,91 €",310 PS,228 kW,Benzin,104 g/km,"5,8 l/100 km"
8495,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",4.421 km,06/2022,48 Monate (anpassbar),"629,00 €",265 PS,195 kW,Benzin,149 g/km,"6,6 l/100 km"
8496,Citroën,5.000 km (anpassbar),"0,00 € (anpassbar)",1 km,Neuwagen,48 Monate (anpassbar),"280,85 €",136 PS,100 kW,Elektro,111 g/km,"4,3 l/100 km"
8497,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"333,00 €",110 PS,81 kW,Benzin,144 g/km,"5,5 l/100 km"
8498,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",1 km,Neuwagen,48 Monate (anpassbar),"326,93 €",131 PS,96 kW,Benzin,,
8499,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"228,53 €",131 PS,96 kW,Benzin,78 g/km,"3,4 l/100 km"
8500,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"249,00 €",140 PS,103 kW,Benzin,138 g/km,"6,1 l/100 km"
8501,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",12.053 km,10/2022,48 Monate (anpassbar),"675,00 €",245 PS,180 kW,Diesel,43 g/km,"1,9 l/100 km"
8502,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",26.594 km,04/2022,48 Monate (anpassbar),"563,00 €",286 PS,210 kW,Diesel,124 g/km,"4,7 l/100 km"
8503,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"210,63 €",150 PS,110 kW,Benzin,127 g/km,"5,6 l/100 km"
8504,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"296,00 €",150 PS,110 kW,Benzin,108 g/km,"4,8 l/100 km"
8505,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"199,00 €",95 PS,70 kW,Benzin,165 g/km,"7,3 l/100 km"
8506,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"209,99 €",101 PS,74 kW,Benzin,118 g/km,"5,2 l/100 km"
8507,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"299,90 €",131 PS,96 kW,Benzin,94 g/km,"4,2 l/100 km"
8508,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",24.591 km,11/2020,24 Monate (anpassbar),"278,34 €",150 PS,110 kW,Diesel,202 g/km,"8,8 l/100 km"
8509,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"358,00 €",310 PS,228 kW,Benzin,124 g/km,"5,5 l/100 km"
8510,Volvo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"574,00 €",197 PS,145 kW,Diesel,102 g/km,"3,9 l/100 km"
8511,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"286,00 €",110 PS,81 kW,Benzin,181 g/km,"7,9 l/100 km"
8512,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"221,65 €",131 PS,96 kW,Benzin,108 g/km,"4,8 l/100 km"
8513,Cupra,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"442,68 €",150 PS,110 kW,Hybrid,132 g/km,"5,5 l/100 km"
8514,Jaguar,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"660,00 €",200 PS,147 kW,Diesel,108 g/km,"4,8 l/100 km"
8515,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"209,00 €",131 PS,96 kW,Benzin,120 g/km,"4,7 l/100 km"
8516,Dacia,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"250,66 €",140 PS,103 kW,Hybrid,101 g/km,"4,4 l/100 km"
8517,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"619,00 €",333 PS,245 kW,Benzin,160 g/km,"6,1 l/100 km"
8518,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,54 Monate (anpassbar),"151,13 €",80 PS,59 kW,Benzin,145 g/km,"6,4 l/100 km"
8519,Kia,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,42 Monate (anpassbar),"104,80 €",67 PS,49 kW,Benzin,125 g/km,"5,0 l/100 km"
8520,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"345,00 €",300 PS,221 kW,Benzin,114 g/km,"4,5 l/100 km"
8521,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"199,00 €",95 PS,70 kW,Benzin,191 g/km,"8,4 l/100 km"
8522,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",25.549 km,06/2021,48 Monate (anpassbar),"286,00 €",116 PS,85 kW,Diesel,141 g/km,"6,2 l/100 km"
8523,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"665,21 €",320 PS,235 kW,Andere,299 g/km,"9,0 l/100 km"
8524,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,48 Monate (anpassbar),"209,00 €",95 PS,70 kW,Benzin,128 g/km,"5,0 l/100 km"
8525,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",30.200 km,04/2021,48 Monate (anpassbar),"475,00 €",204 PS,150 kW,Diesel,108 g/km,"4,8 l/100 km"
8526,Mazda,10.000 km (anpassbar),"0,00 € (anpassbar)",2 km,Neuwagen,48 Monate (anpassbar),"199,00 €",90 PS,66 kW,Benzin,129 g/km,"5,5 l/100 km"
8527,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"196,35 €",95 PS,70 kW,Benzin,139 g/km,"6,1 l/100 km"
8528,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,02/2023,48 Monate (anpassbar),"220,55 €",131 PS,96 kW,Benzin,128 g/km,"5,0 l/100 km"
8529,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"611,76 €",300 PS,221 kW,Benzin,124 g/km,"5,4 l/100 km"
8530,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"253,67 €",131 PS,96 kW,Benzin,136 g/km,"6,0 l/100 km"
8531,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"517,65 €",200 PS,147 kW,Diesel,205 g/km,"9,0 l/100 km"
8532,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"299,00 €",170 PS,125 kW,Diesel,162 g/km,"6,2 l/100 km"
8533,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"699,00 €",341 PS,251 kW,Diesel,132 g/km,"5,8 l/100 km"
8534,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"257,84 €",151 PS,111 kW,Elektro,142 g/km,"5,4 l/100 km"
8535,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"217,42 €",131 PS,96 kW,Benzin,145 g/km,"5,5 l/100 km"
8536,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"323,00 €",110 PS,81 kW,Benzin,126 g/km,"5,8 l/100 km"
8537,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",28.519 km,11/2021,36 Monate (anpassbar),"549,99 €",408 PS,300 kW,Elektro,137 g/km,"6,0 l/100 km"
8538,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,48 Monate (anpassbar),"238,00 €",110 PS,81 kW,Benzin,140 g/km,"5,3 l/100 km"
8539,Dacia,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"250,66 €",140 PS,103 kW,Hybrid,278 g/km,"10,6 l/100 km"
8540,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"335,00 €",158 PS,116 kW,Benzin,128 g/km,"4,4 l/100 km"
8541,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"210,00 €",91 PS,67 kW,Benzin,160 g/km,"7,0 l/100 km"
8542,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"612,85 €",280 PS,206 kW,Benzin,145 g/km,"6,4 l/100 km"
8543,Volvo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"819,00 €",235 PS,173 kW,Diesel,135 g/km,"5,1 l/100 km"
8544,Kia,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"230,00 €",160 PS,118 kW,Benzin,145 g/km,"6,4 l/100 km"
8545,Hyundai,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,Neuwagen,60 Monate (anpassbar),"318,48 €",160 PS,118 kW,Benzin,181 g/km,"7,9 l/100 km"
8546,Mazda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"337,42 €",184 PS,135 kW,Diesel,118 g/km,"5,2 l/100 km"
8547,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"178,50 €",101 PS,74 kW,Benzin,146 g/km,"6,4 l/100 km"
8548,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"353,00 €",110 PS,81 kW,Benzin,42 g/km,"1,9 l/100 km"
8549,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"549,00 €",204 PS,150 kW,Benzin,151 g/km,"6,7 l/100 km"
8550,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"258,28 €",140 PS,103 kW,Benzin,132 g/km,"5,8 l/100 km"
8551,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"353,00 €",110 PS,81 kW,Benzin,139 g/km,"5,3 l/100 km"
8552,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",28.659 km,02/2022,48 Monate (anpassbar),"481,00 €",204 PS,150 kW,Diesel,,
8553,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"570,01 €",213 PS,157 kW,Diesel,130 g/km,"5,7 l/100 km"
8554,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",4.400 km,11/2021,48 Monate (anpassbar),"599,00 €",408 PS,300 kW,Elektro,142 g/km,"6,0 l/100 km"
8555,Hyundai,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"179,00 €",101 PS,74 kW,Benzin,163 g/km,"6,2 l/100 km"
8556,Abarth,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"263,00 €",165 PS,121 kW,Benzin,116 g/km,"5,1 l/100 km"
8557,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"364,00 €",150 PS,110 kW,Diesel,110 g/km,"4,8 l/100 km"
8558,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",5.451 km,02/2022,48 Monate (anpassbar),"355,00 €",150 PS,110 kW,Diesel,,
8559,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"364,00 €",150 PS,110 kW,Diesel,112 g/km,"4,9 l/100 km"
8560,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"668,78 €",320 PS,235 kW,Andere,155 g/km,"5,9 l/100 km"
8561,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"189,00 €",95 PS,70 kW,Benzin,130 g/km,"5,7 l/100 km"
8562,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"305,83 €",207 PS,152 kW,Benzin,109 g/km,"4,8 l/100 km"
8563,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",10.870 km,02/2022,48 Monate (anpassbar),"745,00 €",367 PS,270 kW,Hybrid,,
8564,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,48 Monate (anpassbar),"439,00 €",150 PS,110 kW,Benzin,109 g/km,"4,8 l/100 km"
8565,Kia,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"321,00 €",160 PS,118 kW,Benzin,,
8566,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"593,81 €",150 PS,110 kW,Diesel,,
8567,Renault,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"312,46 €",131 PS,96 kW,Elektro,132 g/km,"5,8 l/100 km"
8568,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"219,77 €",131 PS,96 kW,Benzin,124 g/km,"5,5 l/100 km"
8569,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"441,00 €",150 PS,110 kW,Benzin,,
8570,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"708,05 €",200 PS,147 kW,Diesel,124 g/km,"5,5 l/100 km"
8571,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"299,00 €",110 PS,81 kW,Benzin,123 g/km,"5,4 l/100 km"
8572,Fiat,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"99,00 €",69 PS,51 kW,Benzin,135 g/km,"6,0 l/100 km"
8573,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"159,00 €",95 PS,70 kW,Benzin,143 g/km,"5,5 l/100 km"
8574,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"168,00 €",131 PS,96 kW,Benzin,148 g/km,"5,3 l/100 km"
8575,Fiat,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"199,00 €",118 PS,87 kW,Elektro,144 g/km,"6,4 l/100 km"
8576,MG,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"207,05 €",170 PS,125 kW,Elektro,140 g/km,"6,2 l/100 km"
